Iteración,x_n,f(x_n),f'(x_n),x_n+1,Error
1,-5.0,2.7045835676881307,-1.7017154233204006,-3.4106722366005675,1.5893277633994325
2,-3.4106722366005675,0.7324466206771909,-0.7012014133414038,-2.366112703859617,1.0445595327409505
3,-2.366112703859617,0.40575855468256483,0.06714569235021273,-8.409070047515325,6.042957343655708
4,-8.409070047515325,8.825905463781211,-1.2294547649050536,-1.2303549652546089,7.178715082260716
5,-1.2303549652546089,0.8838670537429538,0.7250065508841459,-2.4494709203657417,1.2191159551111328
6,-2.4494709203657417,0.4025870355339287,0.008792263416881774,-48.23825322196658,45.78878230160084
7,-48.23825322196658,28.66537295551146,0.29319442020492703,-146.0074158665896,97.76916264462304
8,-146.0074158665896,77.04219908850901,-1.6005173567592508,-97.87160605287718,48.13580981371243
9,-97.87160605287718,53.849018666415034,-0.14181895813825451,281.8309342373951,379.7025402902723
10,281.8309342373951,-137.5938412125136,-1.8465980250341432,207.31886428650824,74.51206995088688
11,207.31886428650824,-101.62005699822026,-1.9998707942647562,156.50555310178223,50.81331118472602
12,156.50555310178223,-75.40343343438364,-1.9386292321548122,117.61032126285461,38.895231838927614
13,117.61032126285461,-54.48322609983851,-1.4498184077779706,80.03097628589234,37.579344976962275
14,80.03097628589234,-35.8114044228114,-1.5175970413966535,56.43353675091937,23.597439534972963
15,56.43353675091937,-26.04416721904291,-1.9975153455644112,43.395255329514846,13.038281421404527
16,43.395255329514846,-18.829654655295098,-1.9358466887907038,33.6684237760008,9.726831553514046
17,33.6684237760008,-17.54262768678884,-1.145074387352572,18.348346861742293,15.320076914258507
18,18.348346861742293,-6.430204479254563,-1.9531440223727414,15.056114232914979,3.292232628827314
19,15.056114232914979,-2.6859917717663677,-0.01972284654958356,-121.13070672184631,136.1868209547613
20,-121.13070672184631,64.86816258565443,-1.4613882767244102,-76.74266583031033,44.38804089153598
21,-76.74266583031033,38.503156780225844,0.6736607185299055,-133.89778222814522,57.15511639783489
22,-133.89778222814522,71.43274634596901,-1.341199023266924,-80.63741959235128,53.26036263579394
23,-80.63741959235128,40.82287923355648,-1.8002394902415524,-57.96105933315101,22.676360259200266
24,-57.96105933315101,32.92736193393033,-1.641254148161803,-37.89874176288999,20.062317570261023
25,-37.89874176288999,20.650422983620896,0.9925339321424616,-58.704501964000045,20.805760201110054
26,-58.704501964000045,33.99517347527554,-1.2097465559159664,-30.603431281855464,28.10107068214458
27,-30.603431281855464,16.11622018972833,-1.8779151402740233,-22.02145659934842,8.581974682507045
28,-22.02145659934842,16.010383840141667,-0.4772698518324148,11.524311646166993,33.54576824551541
29,11.524311646166993,-5.255475664354316,0.8009607845422257,18.08577603466135,6.5614643884943575
30,18.08577603466135,-5.924863228649952,-1.8919429381170247,14.954147110087794,3.1316289245735565
31,14.954147110087794,-2.687652400359654,0.052071014861318266,66.56928093295892,51.61513382287112
32,66.56928093295892,-28.41679104400115,-0.9402952674032629,36.348145052441836,30.22113588051708
33,36.348145052441836,-18.049896427583676,0.6706071812393128,63.26389682567313,26.915751773231293
34,63.26389682567313,-28.98891141369143,0.9651368039990684,93.29996144736734,30.03606462169421
35,93.29996144736734,-43.280876639203484,-1.8346866678980942,69.70962452690117,23.59033692046617
36,69.70962452690117,-33.73361156914745,-1.9341994091048411,52.26901762238373,17.440606904517438
37,52.26901762238373,-21.60723471517234,0.30822113984798205,122.37204405927659,70.10302643689286
38,122.37204405927659,-62.17758067853637,-0.6124464874985884,20.848756804437556,101.52328725483903
39,20.848756804437556,-10.948143507933523,-1.3109577194861401,12.497500814103331,8.351255990334225
40,12.497500814103331,-4.352034692841815,0.9991107661134331,16.853408928046836,4.355908113943505
41,16.853408928046836,-3.905418874689728,-1.3128835982196754,13.878721088252327,2.974687839794509
42,13.878721088252327,-3.1090880191444477,0.688497211218547,18.394480874180555,4.515759785928228
43,18.394480874180555,-6.520502824152382,-1.9613372474582245,15.069961935582635,3.3245189385979206
44,15.069961935582635,-2.686333064652504,-0.02957329902979544,-75.7664733889306,90.83643532451325
45,-75.7664733889306,39.33397795076152,0.9746452821327019,-116.1236973675781,40.3572239786475
46,-116.1236973675781,57.06682660932041,-0.4136246947247645,21.843951414354535,137.96764878193264
47,21.843951414354535,-11.913854247611605,-0.6102982312737866,2.322586879599857,19.521364534754678
48,2.322586879599857,3.590663150307824,0.09723004909383726,-34.606975367586244,36.9295622471861
49,-34.606975367586244,22.302570512948357,-0.46291164648354566,13.571917262070478,48.17889262965672
50,13.571917262070478,-3.340386093742744,0.8143743796409129,17.67369916637798,4.101781904307501
