Iteración,x_n,f(x_n),f'(x_n),x_n+1,Error
51,17.67369916637798,-5.17293427831082,-1.748137197806414,14.71458686969904,2.9591122966789385
52,14.71458686969904,-2.719796910138978,0.2147748040711518,27.37806907796565,12.663482208266611
53,27.37806907796565,-8.98526092231226,0.14992465520938858,87.309912241208,59.93184316324235
54,87.309912241208,-42.61953528253178,0.9203509285010083,133.61783019153478,46.30791795032678
55,133.61783019153478,-67.03374947871961,-1.5062444991692614,89.113933569379,44.50389662215578
56,89.113933569379,-40.926294222379745,0.759057881367069,143.03115810128318,53.91722453190418
57,143.03115810128318,-67.49038586877923,-1.606638217320616,101.02395004337163,42.007208057911555
58,101.02395004337163,-47.779962882600415,0.9546613203965741,151.0730741272428,50.04912408387116
59,151.0730741272428,-73.12291867458673,0.9856749163471437,225.25870821599102,74.18563408874823
60,225.25870821599102,-111.98261109732682,0.838720986690838,358.7746364857159,133.5159282697249
61,358.7746364857159,-178.32115064553878,-1.9254786076703654,266.16329822665864,92.61133825905728
62,266.16329822665864,-128.36235356546285,0.133528161046076,1227.4762719084379,961.3129736817792
63,1227.4762719084379,-614.4482522402845,-1.1432864284286497,690.0359271605416,537.4403447478962
64,690.0359271605416,-344.60447108816044,0.7730862036219257,1135.7876033302637,445.75167616972203
65,1135.7876033302637,-563.8832230317109,-1.6132804631842923,786.2617546636787,349.5258486665849
66,786.2617546636787,-392.3863842273247,-1.862323606507359,575.5645466938918,210.69720796978697
67,575.5645466938918,-288.6237416144578,-0.01884044103780269,-14743.808340349691,15319.372887043583
68,-14743.808340349691,7370.941071790131,-0.7345463506961631,-4709.123579062192,10034.684761287499
69,-4709.123579062192,2359.5560431465938,-0.5927972064218546,-728.7471238677431,3980.376455194449
70,-728.7471238677431,366.5270525369212,0.9980354330568637,-1095.9956607401189,367.2485368723758
71,-1095.9956607401189,547.0637924713078,-0.18718151881266248,1826.6421933678369,2922.6378541079557
72,1826.6421933678369,-909.0043649570332,-1.4529892582872348,1201.0323619307098,625.609831437127
73,1201.0323619307098,-599.8801441050191,-1.8360019230560014,874.3005995224623,326.7317624082475
74,874.3005995224623,-436.5060715856423,-1.8380847095880144,636.8218427988508,237.47875672361158
75,636.8218427988508,-319.09810200815417,-1.166907110486904,363.36554182986686,273.4563009689839
76,363.36554182986686,-181.1983431984268,0.7945115539757333,591.4281071779866,228.06256534811973
77,591.4281071779866,-292.53380593761466,0.8790409241040715,924.2155780636776,332.78747088569105
78,924.2155780636776,-460.9761871680963,-1.935782424058785,686.0812808209325,238.1342972427451
79,686.0812808209325,-342.75195967902914,-1.7320091680914447,488.1885871831048,197.89269363782773
80,488.1885871831048,-244.53442386007276,0.37260590655958215,1144.4702498061047,656.2816626229999
81,1144.4702498061047,-568.8891541359784,0.8405561060789715,1821.271179597376,676.8009297912713
82,1821.271179597376,-909.8760488146048,0.8657654840629418,2872.220963994713,1050.9497843973372
83,2872.220963994713,-1435.2860258345129,-1.8800449890242814,2108.789219428107,763.4317445666061
84,2108.789219428107,-1055.1690237784853,0.07066334188464896,17041.128897063878,14932.339677635771
85,17041.128897063878,-8516.95776530902,0.7667447474916393,28149.072959506757,11107.944062442879
86,28149.072959506757,-14071.93638054846,0.9696837197385351,42660.95564259729,14511.882683090535
87,42660.95564259729,-21330.893926295656,0.3891620554520747,97473.32397978363,54812.36833718634
88,97473.32397978363,-48737.38178836168,-1.132988207498733,54456.65225646723,43016.6717233164
89,54456.65225646723,-27226.75247856434,-1.984774847871563,40738.84819029729,13717.804066169934
90,40738.84819029729,-20369.269768699305,0.6825279219113694,70582.71115147353,29843.862961176237
91,70582.71115147353,-35292.24325695888,-0.09339910248147698,-307282.1967469517,377864.90789842524
92,-307282.1967469517,153646.0927668521,-0.5916628448139309,-47596.98224751587,259685.21449943585
93,-47596.98224751587,23802.890183105545,-1.4006267604633256,-30602.526011914906,16994.456235600966
94,-30602.526011914906,15300.290701790633,-0.7033518747754706,-8849.131657666672,21753.394354248234
95,-8849.131657666672,4423.766061243933,0.038818486442029454,-122809.42394907978,113960.2922914131
96,-122809.42394907978,61408.98164686985,0.4808908597067574,-250507.79959364174,127698.37564456197
97,-250507.79959364174,125258.85578927925,-0.2440172925587885,262811.78721024,513319.5868038818
98,262811.78721024,-131405.69458447024,0.6996325875130525,450632.7905908447,187821.00338060467
99,450632.7905908447,-225311.4554636054,-0.20108994322501766,-669818.3461001838,1120451.1366910285
100,-669818.3461001838,334910.2527734756,-1.9276808947982897,-496080.95332049334,173737.39277969045
