Iteración,x_n-1,x_n,f(x_n),x_n+1,Error
1,-1.0,0.0,1.0,2.8467422493615953,2.8467422493615953
2,0.0,2.8467422493615953,13.577361845608115,-0.22633858231212844,3.0730808316737237
3,2.8467422493615953,-0.22633858231212844,1.6100531053522111,-0.6397835299962334,0.413444947684105
4,-0.22633858231212844,-0.6397835299962334,2.093843486026211,1.149605108390423,1.7893886383866566
5,-0.6397835299962334,1.149605108390423,-1.673319567623988,0.35478444890365535,0.7948206594867677
6,1.149605108390423,0.35478444890365535,-0.12510758495671115,0.29055674992229436,0.06422769898136099
7,0.35478444890365535,0.29055674992229436,0.07985184279808233,0.3155797516867118,0.025023001764417463
8,0.29055674992229436,0.3155797516867118,-0.0003637492653711938,0.31546628124692516,0.00011347043978665594
9,0.3155797516867118,0.31546628124692516,-8.968787630347919e-07,0.3154660007768733,2.804700518499459e-07
